comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,id,original_rating,selection_score
Доброго дня! Спасибо за таких Прекрасных Сотрудников!,0,0,0,0,0,3949875,5,18.9
Спасибо за оперативность. После укладки плитки остались незаделанные швы на стыке. Для сравнения на 1 этаже в холле швы ровно закрыты. Просьба завершить работу до конца.,0,0,0,0,0,3949884,5,59.49999999999999
Очень быстро,0,0,0,0,0,3949914,5,4.699999999999999
Спасибо. Отлично.,0,0,0,0,0,3950076,5,6.0
мастер пришёл быстро. Все быстро сделал.,0,0,0,0,0,3950433,5,15.1
Огромнейшее спасибо. Максимально быстро и качественно!!! Просто сотрудник месяца,0,0,0,0,0,3950683,5,28.2
Спасибо Вам большое 🙏 за оперативность👍и качество !!!🤝,0,0,0,0,0,3950754,5,19.3
Вот это скорость 😁👍 Спасибо!,0,0,0,0,0,3950893,5,9.9
Шикарный специалист. Спасибо за отличную работу и скорость,0,0,0,0,0,3951189,5,20.6
Ребята молодцы!,0,0,0,0,0,3951201,5,5.300000000000001
Спасибо за обратную связь!,0,0,0,0,0,3951216,5,9.3
оперативно,0,0,0,0,0,3951479,5,3.7
В первый раз так быстро,0,0,0,0,0,3951598,5,8.8
Быстро !,0,0,0,0,0,3951702,5,3.3
"Доброе утро, спасибо. Только большая просьба, ранее в этом светильнике мы меняли лампочку и т. к. не было лампочки с цоколем 14, мы ставили переходник, верните его пожалуйста.",0,0,0,0,0,3951714,5,61.99999999999999
спасибо! оперативно 👍,0,0,0,0,0,3951913,5,7.699999999999999
Оперативно и качественно,0,0,0,0,0,3952062,5,8.799999999999999
"Остановили течь, дали рекомендации что делать дальше. Большое спасибо!",0,0,0,0,0,3952142,5,24.5
оперативно и вежливо. такого нет в москве,0,0,0,0,0,3952250,5,15.0
"Спасибо за оперативность. Но я так и не поняла. Почему редукторы нам поставили плохие, когда всем меняли?",0,0,0,0,0,3952354,5,37.5
Спасибо большое. Сантехник быстро устранил засор.,0,0,0,0,0,3952439,5,17.799999999999997
Огромное спасибо за оперативность 🙏,0,0,0,0,0,3952649,5,12.5
"приехали быстро , всё сделали чётко. благодарю",0,0,0,0,0,3952848,5,17.099999999999998
"Спасибо большое мастеру, все быстро сделал",0,0,0,0,0,3953192,5,15.8
Спасибо за быструю и качественную работу.,0,0,0,0,0,3953263,5,14.999999999999998
Спасибо за оперативность !!!,0,0,0,0,0,3953284,5,10.0
"Всё подробно показали и объяснили, спасибо!)",0,0,0,0,0,3953366,5,15.3
Спасибо за оперативность 🤝,0,0,0,0,0,3953612,5,9.4
Спасибо за разъяснения!,0,0,0,0,0,3953752,5,7.999999999999999
"Сантехник объяснил причину проблемы, что для хорошего напора воды нужно менять на смеситель с 40 картриджем, теперь понятно! Спасибо!",0,0,0,0,0,3953818,5,46.9
Быстро четко,0,0,0,0,0,3953824,5,4.699999999999999
Огромное спасибо за оперативность!,0,0,0,0,0,3954054,5,12.0
"Отличный мастер, решил профессионально вопрос. Большое спасибо!!!",0,0,0,0,0,3954582,5,23.599999999999998
"спасибо вам большое, консультанты помогли с решением проблем, объяснили все очень доступно! спасибо вам огромное 🙏",0,0,0,0,0,3954839,5,39.8
супер менеджер,0,0,0,0,0,3955070,5,5.300000000000001
Отлично спасибо,0,0,0,0,0,3955073,5,5.4
Спасибо большое за быструю реакцию! Успокоили 💙,0,0,0,0,0,3955195,5,16.900000000000002
быстро прислали код. единственное что смущает коды легкие слишком.,0,0,0,0,0,4237692,5,23.500000000000004
спасибо! быстро и оперативно закрепили светильник. 👍,0,0,0,0,0,4237302,5,18.699999999999996
все быстро решили. спасибо,0,0,0,0,0,4237239,5,9.9
"оперативное решение вопроса,спасибо",0,0,0,0,0,4237163,5,12.6
"всё прекрасно и оперативно, но акт хотелось бы получить",0,0,0,0,0,4236894,5,19.6
"все отлично, большое спасибо!",0,0,0,0,0,4236872,5,10.200000000000001
спасибо за оперативность! супер!,0,0,0,0,0,4236740,5,11.4
"быстро, качественно",0,0,0,0,0,4236688,5,7.1000000000000005
оперативно!,0,0,0,0,0,4236610,5,4.0
спасибо за быстрый ответ. все понятно объяснили,0,0,0,0,0,4236551,5,16.900000000000002
спасибо за оперативность !!,0,0,0,0,0,4236487,5,9.7
большое спасибо за оперативный ответ,0,0,0,0,0,4236469,5,12.999999999999998
"все отлично! сантехник оперативно пришел, при мне все устранил! видно, что спец в своем деле!",0,0,0,0,0,4236406,5,33.1
"оперативно, профессионально. все устранено!!! спасибо!",0,0,0,0,0,4236382,5,18.7
большое спасибо! очень оперативно!,0,0,0,0,0,4236262,5,12.2
мастер молодец 👍,0,0,0,0,0,4236102,5,6.4
большое спасибо!!!!,0,0,0,0,0,4236053,5,6.6000000000000005
специалист вышел на связь по заявке достаточно быстро. консультация уже не требовалась. муж справился с задачей самостоятельно .,0,0,0,0,0,4235894,5,45.2
спасибо большое за оперативность!,0,0,0,0,0,4235466,5,11.700000000000001
"всё отлично, сделали в тот де день. спасибо",0,0,0,0,0,4235354,5,15.9
спасибо за быстрый ответ!,0,0,0,0,0,4234477,5,9.3
"спасибо , антону, за грамотность в своей работе!",0,0,0,0,0,4234406,5,17.1
большое спасибо за оперативный ответ!,0,0,0,0,0,4234285,5,13.299999999999999
спасибо дмитрию. пришел оперативно. все сделал.,0,0,0,0,0,4234085,5,17.0
быстро 👍🏻,0,0,0,0,0,4233886,5,3.5999999999999996
спасибо 🤝,0,0,0,0,0,4233881,5,3.3999999999999995
спасибо 👍🏻,0,0,0,0,0,4233872,5,3.6999999999999997
спасибо за оперативное решение заявки!,0,0,0,0,0,4233842,5,13.6
быстро и четко,0,0,0,0,0,4233821,5,5.500000000000001
быстро со слов сантехника все сделали,0,0,0,0,0,4233528,5,13.700000000000001
мастер пришел быстро. пломбу тоже поставил быстро. спасибо,0,0,0,0,0,4233496,5,20.899999999999995
спасибо!!!,0,0,0,0,0,4233282,5,3.5
"оперативно пришли, выполнили осмотр, составили акт! на все интересующие вопросы ответили. благодарю!",0,0,0,0,0,4233035,5,35.6
все хорошо и быстро.,0,0,0,0,0,4233009,5,7.5
мастер молодец . быстро и все качественно сделал,0,0,0,0,0,4232957,5,18.5
оперативно восстановили элетроэнергию.,0,0,0,0,0,4232822,5,12.9
довольно быстро ликвидировали отсутствие электричества.,0,0,0,0,0,4232820,5,18.8
спасибо 🙏,0,0,0,0,0,4232490,5,3.3999999999999995
вежливый специалист,0,0,0,0,0,4232446,5,6.800000000000001
"кирилл, спасибо! позвонили, разъяснили, что нет таких ограничении у нас.",0,0,0,0,0,4232359,5,25.299999999999997
оперативно 👍,0,0,0,0,0,4232335,5,4.5
большое спасибо,0,0,0,0,0,4232184,5,5.4
быстро и оперативно. спасибо!,0,0,0,0,0,4232114,5,10.8
спасибо данному сотруднику!!!!!,0,0,0,0,0,4232099,5,10.899999999999999
спасибо 🌹,0,0,0,0,0,4232059,5,3.3999999999999995
спасибо за быстроту,0,0,0,0,0,4231359,5,7.1
специалист оперативно устранил поломку! очень доволен и благодарим за оперативность). специалисту выписать премию),0,0,0,0,0,4231245,5,40.2
"быстро отреагировали, достаточно быстро устранили течь. вечером сантехник ещё раз пришёл удостовериться, что все в порядке. спасибо",0,0,0,0,0,4231128,5,46.0
"да, спасибо! дверь починили.",0,0,0,0,0,4231026,5,9.900000000000002
спасибо. счетчик заработал,0,0,0,0,0,4230799,5,9.1
"отличная работа! быстро, качественно, аккуратно. спасибо большое)",0,0,0,0,0,4230769,5,23.299999999999997
"спасибо, быстро и оперативно!!!",0,0,0,0,0,4230767,5,11.4
спасибо за оперативность! все настроено,0,0,0,0,0,4230360,5,13.7
всё оперативно исправили. молодцы.,0,0,0,0,0,4229868,5,12.2
"прильи быстро, спасибо",0,0,0,0,0,4229707,5,8.2
спасибо большое ! оперативно помогли решить вопрос .,0,0,0,0,0,4229497,5,19.1
оперативно решили вопрос.,0,0,0,0,0,4229412,5,9.6
ок. спасибо,0,0,0,0,0,4229330,5,3.9999999999999996
спасибо большое 😊. с уважением евгений!),0,0,0,0,0,4229078,5,14.100000000000001
сантехники приехали оперативно и устранили протечку в смесителе. спасибо!,0,0,0,0,0,4228897,5,25.799999999999997
спасибо вам,0,0,0,0,0,4228815,5,4.2
"специалист отличный, вежливый и быстро сделал, я очень довольна.",0,0,0,0,0,4228768,5,23.5
"оперативно, спасибо!",0,0,0,0,0,4228673,5,7.2
все работает как надо! спасибо!,0,0,0,0,0,4228524,5,11.0
"быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое",0,0,0,0,0,4228491,5,30.900000000000002
здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!,0,0,0,0,0,4228481,5,30.599999999999998
"спасибо мастеру, все быстро сделал",0,0,0,0,0,4228457,5,12.999999999999998
оперативно и быстро! супер всегда бы так,0,0,0,0,0,4228411,5,14.8
молодцы спасибо,0,0,0,0,0,4228315,5,5.4
спасибо за оперативность),0,0,0,0,0,4228161,5,8.9
спасибо большое за помощь в решении вопроса.,0,0,0,0,0,4227850,5,16.0
"на этот раз быстро отключили, спасибо!",0,0,0,0,0,4227759,5,14.000000000000002
спасибо за оперативный ответ,0,0,0,0,0,4227749,5,10.200000000000001
"оценка за оперативность — отлично, за уборку — хорошо. спасибо!",0,0,0,0,0,4227554,5,22.1
спасибо большое!!!!,0,0,0,0,0,4227323,5,6.6000000000000005
оперативно!спасибо!,0,0,0,0,0,4227268,5,6.7
огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!,0,0,0,0,0,4227035,5,29.5
"спасибо, что быстро отреагировали. проблема решена.",0,0,0,0,0,4226802,5,18.199999999999996
"спасибо, оперативно",0,0,0,0,0,4226795,5,6.9
спасибо большое оперативно,0,0,0,0,0,4226768,5,9.399999999999999
"приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!",0,0,0,0,0,4226734,5,45.4
все прекрасно спасибо,0,0,0,0,0,4226718,5,7.3999999999999995
"спасибо, всё быстро устранено",0,0,0,0,0,4226706,5,10.5
спасибо за оперативность.,0,0,0,0,0,4226672,5,8.9
спасибо куприянову и.и.!!!,0,0,0,0,0,4226652,5,8.9
большое спасибо!!,0,0,0,0,0,4226642,5,6.0
спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.,0,0,0,0,0,4226636,5,30.9
быстро исправили причину шума щитка. спасибо за оперативность,0,0,0,0,0,4226443,5,22.3
"спасибо большое за разъяснения,теперь все ясно и понятно.",0,0,0,0,0,4226268,5,20.0
оперативно отреагировали быстро сделали спасибо,0,0,0,0,0,4226175,5,17.1
"спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается",0,0,0,0,0,4226089,5,40.199999999999996
молодцы,0,0,0,0,0,4226052,5,2.5000000000000004
спасибо за скорость работы 👍,0,0,0,0,0,4225989,5,10.100000000000001
спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,0,0,0,0,0,4225724,5,32.300000000000004
отлично!,0,0,0,0,0,4225701,5,2.8000000000000003
супер!,0,0,0,0,0,4225669,5,2.1999999999999997
спасибо ❤️,0,0,0,0,0,4225658,5,3.6999999999999997
"спасибо, жду перерасчет .",0,0,0,0,0,4225635,5,9.000000000000002
"очень оперативно решили вопрос, спасибо!",0,0,0,0,0,4225626,5,15.0
оперативно ),0,0,0,0,0,4225624,5,4.5
спасибо! все устранено!,0,0,0,0,0,4225435,5,7.999999999999999
"отлично, спасибо!",0,0,0,0,0,4225323,5,6.0
пришли очень оперативно !,0,0,0,0,0,4225170,5,9.200000000000001
"всё было сделано быстро и качественно, огромное спасибо мастеру",0,0,0,0,0,4225032,5,23.099999999999998
супер мастер,0,0,0,0,0,4224936,5,4.699999999999999
оперативно! спасибо!,0,0,0,0,0,4224777,5,7.2
спасибо большое за решение вопроса.,0,0,0,0,0,4224703,5,12.7
"спасибо, всё исправили",0,0,0,0,0,4224664,5,8.0
спасибо! все поняла,0,0,0,0,0,4224554,5,6.8
отлично,0,0,0,0,0,4224172,5,2.5000000000000004
"оперативно, удобно!",0,0,0,0,0,4223977,5,6.800000000000001
все отлично! выявили проблему.,0,0,0,0,0,4223959,5,10.700000000000001
"спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!",0,0,0,0,0,4223869,5,32.9
"сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.",0,0,0,0,0,4223661,5,30.900000000000002
быстро! спасибо!,0,0,0,0,0,4223587,5,6.0
"оперативно заменили и опломбировали, спасибо!",0,0,0,0,0,4223388,5,15.7
всё сделали хорошо и быстро.,0,0,0,0,0,4223241,5,10.6
быстро и оперативно помогли решить вопрос!,0,0,0,0,0,4223142,5,15.700000000000001
большое спасибо!,0,0,0,0,0,4223135,5,5.7
"спасибо, быстро освободили",0,0,0,0,0,4223029,5,9.399999999999999
спасибо !,0,0,0,0,0,4222905,5,3.3999999999999995
"спасибо, вижу счетчики в приложении",0,0,0,0,0,4222690,5,12.4
"сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!",0,0,0,0,0,4222643,5,36.8
"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",0,0,0,0,0,4222607,5,36.49999999999999
профессионал. все решили.,0,0,0,0,0,4222446,5,9.1
спасибо мастеру за работу,0,0,0,0,0,4222362,5,9.3
сантехник андрей качественно выполнил свою работу.,0,0,0,0,0,4222340,5,18.0
быстрое решение. спасибо руслану,0,0,0,0,0,4222299,5,11.6
"всё отлично, решили всё)",0,0,0,0,0,4222276,5,8.700000000000001
"спасибо, за быстрое решение",0,0,0,0,0,4222082,5,9.9
спасибо большое за помощь,0,0,0,0,0,4222023,5,9.000000000000002
спасибо большое 🙂👍👍👍,0,0,0,0,0,4221960,5,7.1000000000000005
"спасибо, очень быстро решили вопрос по заявке!",0,0,0,0,0,4221917,5,17.4
супер спасибо,0,0,0,0,0,4221478,5,4.8
быстро отреагировали!,0,0,0,0,0,4221447,5,7.4
"большое спасибо, все починили очень оперативно!",0,0,0,0,0,4221077,5,16.700000000000003
все отлично спасибо,0,0,0,0,0,4220907,5,6.8
очень оперативно.,0,0,0,0,0,4220888,5,6.2
"благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.",0,0,0,0,0,4220856,5,30.999999999999996
"прекрасный мастер. все оперативно решил, благодарю !",0,0,0,0,0,4220642,5,19.2
спасибо за быстрое реагирование,0,0,0,0,0,4220586,5,11.1
спасибо за оперативность за быструю обратную связь,0,0,0,0,0,4220372,5,17.9
"быстро, оперативно, сотрудник прибыл как по таймеру. спасибо!",0,0,0,0,0,4220220,5,22.1
благодарю! вопрос был оперативно решен,0,0,0,0,0,4219996,5,14.3
оперативно и качественно!,0,0,0,0,0,4219798,5,9.1
"доводчик заменили в тот же день, спасибо.",0,0,0,0,0,4219754,5,14.8
быстро и качественно,0,0,0,0,0,4219670,5,7.6
оперативно все исправили.,0,0,0,0,0,4219625,5,9.1
"спасибо мастеру, починил всё быстро и профессионально, поставил новый доводчик. дверь теперь закрывается, теплопотерь нет.",0,0,0,0,0,4219518,5,43.2
спасибо за оперативный ответ!,0,0,0,0,0,4219512,5,10.5
"спасибо большое что услышали, убрали возле 38/1 мусор.теперь хоть рядом с банками бросать не будут люди мусор!",0,0,0,0,0,4219489,5,38.49999999999999
"за оперативность, спасибо большое",0,0,0,0,0,4219427,5,11.700000000000001
"огромное спасибо, специалистам!",0,0,0,0,0,4219422,5,10.899999999999999
электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.,0,0,0,0,0,4219378,5,31.599999999999998
"хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.",0,0,0,0,0,4219364,5,32.599999999999994
спасибо! оперативно получены по электронной почте.,0,0,0,0,0,4219271,5,17.6
большое спасибо за оперативную работу!!!,0,0,0,0,0,4219268,5,14.2
"оперативно, большое спасибо",0,0,0,0,0,4219218,5,9.7
"очень оперативно, спасибо большое!",0,0,0,0,0,4219067,5,12.2
электрик справился с проблемой за 5минут молодец,0,0,0,0,0,4218908,5,17.2
очень оперативно решили проблему и восстановили освещение в холле.,0,0,0,0,0,4218859,5,23.9
большое спасибо быстро исправили,0,0,0,0,0,4218817,5,11.9
большое спасибо очень быстро исправили,0,0,0,0,0,4218754,5,14.100000000000001
больше спасибо! всё работает.,0,0,0,0,0,4218607,5,10.200000000000001
спасибо большое электрику 🙏,0,0,0,0,0,4218453,5,9.600000000000001
оперативно проведена консультация и проблема была устранена. огромное спасибо.,0,0,0,0,0,4218135,5,27.499999999999996
спасибо большое. оперативно устранили течь по стояку в ванной.,0,0,0,0,0,4218027,5,22.499999999999996
спасибо вам огромное!!!!,0,0,0,0,0,4217998,5,8.5
спасибо за оперативность ❤️,0,0,0,0,0,4217792,5,9.7
"спасибо, за быструю реакцию и решение проблемы",0,0,0,0,0,4217635,5,16.9
"быстро отреагировали, спасибо",0,0,0,0,0,4217631,5,10.299999999999999
спасибо огромное!,0,0,0,0,0,4217613,5,6.0
"спасибо валерию. все сделал хорошо. маленький минус, что долго шли. была бы течь более сильной, то за 2,5 часа ... но я думаю, что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо, что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...",0,0,0,0,0,4217525,5,110.60000000000001
отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.,0,0,0,0,0,4217490,5,22.9
"спасибо, игорь!",0,0,0,0,0,4217322,5,5.4
"спасибо большое, все сделали отлично!",0,0,0,0,0,4217286,5,13.299999999999999
супер быстро,0,0,0,0,0,4217169,5,4.699999999999999
"всё убрали, спасибо",0,0,0,0,0,4217145,5,6.8
"качественно,быстро",0,0,0,0,0,4217093,5,6.6
установили быстро и хорошо). спасибо.,0,0,0,0,0,4216980,5,13.299999999999999
"все отлично, спасибо",0,0,0,0,0,4216923,5,7.1000000000000005
спасибо что так быстро починили дверь,0,0,0,0,0,4216813,5,13.499999999999998
отлично!!!! быстро отреагировали. всё работает!!!!!!,0,0,0,0,0,4216642,5,17.7
"сделано, спасибо",0,0,0,0,0,4216360,5,5.7
электрик молодец!,0,0,0,0,0,4216224,5,6.2
спасибо технику дмитрию за помощь!,0,0,0,0,0,4216172,5,12.1
"выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!",0,0,0,0,0,4216104,5,74.8
молодцы!👏,0,0,0,0,0,4216101,5,3.1
"отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.",0,0,0,0,0,4216092,5,44.0
спасибо за оперативность. сотрудник устранил проблему.,0,0,0,0,0,4215839,5,19.7
"спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.",0,0,0,0,0,4215769,5,44.300000000000004
потрясающий сантехник! спасибо ☺️,0,0,0,0,0,4215754,5,11.400000000000002
"отлично, спасибо.",0,0,0,0,0,4215748,5,6.0
"все отлично, спасибо!",0,0,0,0,0,4215736,5,7.3999999999999995
спасибо оперативно починили 👍,0,0,0,0,0,4215731,5,10.5
"спасибо, все работало до вчерашнего дня",0,0,0,0,0,4215665,5,13.8
"спасибо, вы прекрасны!",0,0,0,0,0,4215603,5,7.8999999999999995
спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.,0,0,0,0,0,4215565,5,34.199999999999996
большое спасибо.. оперативно подкл электричество !,0,0,0,0,0,4215416,5,17.6
молодцы. спасибо!,0,0,0,0,0,4215394,5,6.0
"спасибо, игорь",0,0,0,0,0,4215167,5,5.1000000000000005
"супер оперативно, спасибо)",0,0,0,0,0,4215126,5,9.399999999999999
"все отлично, оперативно, спасибо.",0,0,0,0,0,4215074,5,11.700000000000001
откликнулись быстро оперативно,0,0,0,0,0,4215062,5,10.799999999999999
спасибо за оперативное реагирование,0,0,0,0,0,4215012,5,12.3
"спасибо,что стараетесь исправить быстро)))но увы…",0,0,0,0,0,4214866,5,16.9
"устранено, спасибо!",0,0,0,0,0,4214790,5,6.6000000000000005
пришли очень быстро!,0,0,0,0,0,4214749,5,7.499999999999999
спасибо! ответ был предоставлен оперативно 🤝,0,0,0,0,0,4214634,5,15.799999999999999
"работа выполнена быстро, проблема решена",0,0,0,0,0,4214606,5,14.6
спасибо за исправление,0,0,0,0,0,4214518,5,7.7
"быстро оформили заявку, быстро пришли сантехники",0,0,0,0,0,4214480,5,16.9
"огромное спасибо , мастеру за профессионализм",0,0,0,0,0,4214387,5,16.2
быстро выполнили заявку,0,0,0,0,0,4214336,5,8.7
"очень быстро, очень приятные люди.",0,0,0,0,0,4214193,5,12.3
все отлично 👍,0,0,0,0,0,4214130,5,4.699999999999999
отреагировали быстро и устранили неисправность,0,0,0,0,0,4214096,5,16.2
все исправили. спасибо,0,0,0,0,0,4213825,5,8.0
"спасибо, все четко и быстро!!!",0,0,0,0,0,4213810,5,11.0
отзывчивые девочки!решили проблему быстро!очень довольна!,0,0,0,0,0,4213768,5,20.399999999999995
"огромное спасибо, за молниеносное решение проблемы.",0,0,0,0,0,4213725,5,17.9
девочки просто молодцы!!!))),0,0,0,0,0,4213590,5,9.4
очень оперативно. спасибо!,0,0,0,0,0,4213558,5,9.399999999999999
"❤️❤️❤️ живу тут не долго но пока что вы лучшая ук, спасибо за быстрое регирование на проблемы, хорошего дня",0,0,0,0,0,4213476,5,39.199999999999996
"ребята молодцы, спасибо огромное , все устранили 🙏",0,0,0,0,0,4213472,5,18.000000000000004
"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",0,0,0,0,0,4213418,5,59.2
"супруга с ребенком к соседям зашли,так как света не было. спасибо",0,0,0,0,0,4213235,5,23.2
спасибо. оперативно,0,0,0,0,0,4213173,5,6.9
"очень профессиональный компетентный сотрудник! вежливый и грамотный, помог решить все вопросы по заявке!",0,0,0,0,0,4212726,5,36.7
все быстро исправили,0,0,0,0,0,4212421,5,7.6
спасибо большое специалистам.,0,0,0,0,0,4212028,5,10.299999999999999
"отлично, быстро",0,0,0,0,0,4211847,5,5.6000000000000005
"все супер ,спасибо -))))",0,0,0,0,0,4211689,5,8.5
быстро всё починили.спасибо.,0,0,0,0,0,4211650,5,9.799999999999999
"благодарю за оперативное выполнение заявки. я приятно удивлён. с момента подачи заявки, до выхода мастера прошло менее 40 минут точка так держать спасибо",0,0,0,0,0,4211602,5,55.1
"спасибо, все быстро и качественно",0,0,0,0,0,4211521,5,12.200000000000001
"мастер пришел,установил доводчик,был доброжелателен. спасибо !!!",0,0,0,0,0,4211396,5,22.2
мастер очень быстро пришел и включил электричество 👍🏻,0,0,0,0,0,4211152,5,19.3
"все отлично, татьяне большое спасибо, оперативно помогла решить проблему",0,0,0,0,0,4210961,5,25.699999999999996
сергей самый адекватный сантехник нашего жк! спасибо!,0,0,0,0,0,4210858,5,18.799999999999997
спасибо! очень быстро! :),0,0,0,0,0,4210800,5,9.3
отлично и быстро,0,0,0,0,0,4210358,5,6.1000000000000005
быстро! качественно! спасибо!,0,0,0,0,0,4210314,5,10.6
спасибо большое. все супер,0,0,0,0,0,4210298,5,9.3
спасибо елена!,0,0,0,0,0,4210201,5,5.1000000000000005
"огромное спасибо антону за проделанную работу. все четко, аккуратно! выпишите сотруднику премию за ответственное отношение к работе!",0,0,0,0,0,4210181,5,46.1
спасибо всё поняла.,0,0,0,0,0,4210106,5,6.8
спасибо большое ребятам сделали все хорошо посмотрим как будет в дальнейшем вести себя труба а так все отлично,0,0,0,0,0,4209886,5,39.2
быстро и качественно спасибо большое,0,0,0,0,0,4209869,5,13.299999999999999
"очень хороший сотрудник. помогла установить приложение ключ, объяснили как работает приложение, сделали три ключа. доброжелательное отношение, всё оперативно.",0,0,0,0,0,4209867,5,55.1
спасибо большое. очень оперативно решили вопрос.,0,0,0,0,0,4209833,5,17.799999999999997
вода течет горячая! спасибо!,0,0,0,0,0,4209775,5,10.100000000000001
благодарю вас!!!! спасибо,0,0,0,0,0,4209725,5,9.1
"спасибо , все работает. жаль, что медленно отрабатываются платные заявки 😔",0,0,0,0,0,4209715,5,25.9
отлично.,0,0,0,0,0,4209657,5,2.8000000000000003
спасибо за оперативность😀,0,0,0,0,0,4209532,5,8.7
добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы,0,0,0,0,0,4209346,5,26.500000000000004
большое спасибо! оперативно решили проблему,0,0,0,0,0,4209040,5,15.9
"шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.",0,0,0,0,0,4209036,5,54.1
"сантехники отреагировали быстро, на данный момент все устранили",0,0,0,0,0,4208969,5,22.3
"молодцы, быстро",0,0,0,0,0,4208759,5,5.6000000000000005
спасибо за оперативность!),0,0,0,0,0,4208649,5,9.2
быстро и результативно. спасибо,0,0,0,0,0,4208540,5,11.1
по существу. оперативно. молодцы,0,0,0,0,0,4208432,5,11.3
большое спасибо! какие вы молодцы!,0,0,0,0,0,4208370,5,12.3
огромное спасибо за помощь 🙏,0,0,0,0,0,4208330,5,10.100000000000001
"больше спасибо! всё сделали быстро , оперативно.",0,0,0,0,0,4208316,5,17.799999999999997
спасибо менеджеру алине за помощь в решении заявки,0,0,0,0,0,4208199,5,18.200000000000003
"спасибо, все выполнено быстро",0,0,0,0,0,4208073,5,10.5
"отлично,спасибо!!!",0,0,0,0,0,4207921,5,6.1
"отлично, молодцы!",0,0,0,0,0,4207851,5,5.9
все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.,0,0,0,0,0,4207809,5,27.9
оперативно устранили дефект!,0,0,0,0,0,4207774,5,10.2
"спасибо, очень оперативно",0,0,0,0,0,4207285,5,9.1
"спасибо) интересно, а что с лифтами после этого?",0,0,0,0,0,4207205,5,16.9
"включили лифт быстро, но как надоело это наблюдать почти каждый день!",0,0,0,0,0,4207006,5,24.8
"все отлично, спасибо большое 👍",0,0,0,0,0,4206882,5,10.700000000000001
"спасибо, все забрал!",0,0,0,0,0,4206862,5,7.1000000000000005
"быстро перезвонили, вопрос решили",0,0,0,0,0,4206375,5,12.400000000000002
"по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за вашу работу",0,0,0,0,0,4206278,5,37.5
"спасибо, все починили!",0,0,0,0,0,4206272,5,7.7
"спасибо, все сделали, очень благодарны за оперативность!",0,0,0,0,0,4206264,5,20.2
великолепно! электрик пришел быстро. все сделал.,0,0,0,0,0,4206233,5,17.2
"спасибо за оперативность, ключи получила.",0,0,0,0,0,4205925,5,14.499999999999998
спасибо за организованность,0,0,0,0,0,4205893,5,9.2
"молодцы, оперативно всë починили.",0,0,0,0,0,4205767,5,11.800000000000002
"очень быстро и оперативно , спасибо",0,0,0,0,0,4205747,5,13.200000000000001
"всё быстро, качественно, вежливо",0,0,0,0,0,4205686,5,11.6
мастер пришел очень оперативно. спасибо!,0,0,0,0,0,4205657,5,14.700000000000001
"спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо",0,0,0,0,0,4205610,5,30.799999999999997
"отлично, быстро, надёжно!",0,0,0,0,0,4205558,5,9.0
очень оперативно,0,0,0,0,0,4205452,5,5.9
"оперативно. ещё бы настроили его, чтоб не хлопала дверь.",0,0,0,0,0,4205393,5,20.1
"спасибо, теперь снова чисто",0,0,0,0,0,4205335,5,9.8
огромное спасибо!!!,0,0,0,0,0,4205232,5,6.6000000000000005
супер,0,0,0,0,0,4204797,5,1.9
